CÓDIGO;REFERÊNCIA;DESCRIÇÃO;NCM;UN;REFERÊNCIAS;EST.;APL.;RES.;VENDA;MÉDIO;VENDA;CUSTO;SETOR;RUA;BLOCO;ANDAR
21000;294192A1;KIT DE ENGRENAGENS DIFERENC;84839000;PC;00001906,294192A1;0;0;0;8084,99;1724,13;0;0;;;;
2382;73159184;KIT DE LONA E REBITE P FREI;87083090;UN;73159184;0;0;0;2798,46;1606,295;0;0;;;;
5852;404225A1;KIT DE PECAS PARA MOTOR;90262090;UN;404225A1;0;0;0;2414,7;195,6;0;19,94;1,20E+23;;;
84101;YN30V00080R200;KIT DE REPARO;40161010;PC;35,YN30V00080R200;2;0;0;6732,29;2770,07;13464,58;5540,14;02G43;;;
84570;YW01V00003R200;KIT DE REPARO;40161010;PC;YW01V00003R200;1;0;0;4713,37;2165,286;4713,37;2165,29;04G07;;;
3952;75287473;KIT DE REPARO P VALVULA HID;84819090;UN;75287473;0;0;0;157,95;49,64;0;1,03;04D07;;;
4473;8604480;KIT DE REPARO VALVU.PEDAL;27101932;UN;8604480;0;0;0;2371,95;424,83;0;0;100K14;;;
51991;8605262;KIT DE RETENTORES DE BORRAC;40169300;PC;8605262;0;0;0;1075,5;522,37;0;0;12F04;;;
55276;87363451;KIT DE RETENTORES DE BORRAC;84849000;PC;87363451,76;0;0;0;2085,71;685,18;0;0;06H08;;;
4087;84227088;KIT DE VEDACAO BORRAC;84849000;UN;84227088;0;0;0;186,58;96,65;0;0;;;;
26083;47450958;KIT DE VEDACAO P CILINDRO H;84129080;PC;47450958,2060T;8;0;0;2601,31;1454,0775;20810,48;11632,62;02G22;;;
4405;47447420;KIT DE VEDACAO PLASTICA P C;84849000;UN;47447420;9;0;0;518,72;289,954999;4668,48;2609,59;02D16;;;
4661;323913A1;KIT DE VEDACAO VALV REG;40169300;UN;323913A1;0;0;0;351,87;184,44;0;18,8;21A11;;;
63272;87742942;KIT DISCOS P DIFERENCIAL;84839000;PC;87742942;0;0;0;380,84;122,935;0;0;;;;
32311;504061554;KIT EQUIPAMENTO INJECAO;84099999;PC;504061554;0;0;0;2882,14;1021,57;0;0;;;;
5869;ALT-111519;KIT ESTOPA;53013000;KT;ALT-111519,243197,38,23399,000737,46,000070,5459,6.1906,4210,9900000006235,000400,000000000000000483,00000723,00005261,5261,169,101579,003304,780T,9900000006747,9900000005641,0201000002,5042,9900000003340,197,15051,1083,184,1017,35,100,86,ALT - 111519,11,CFOP5102,5259,00307;8;5;7;11,36;6,159712;90,88;49,28;CHAO14;;;
2902;KIT ESTOPA;KIT ESTOPA;53013000;UND;KIT ESTOPA,41,47964,862,15569,338,352,359,369,CFOP5102,1001;62;3;5;11,36;3,790451;704,32;235,01;CHAO 01;;;
5758;229488A1;KIT FAROL DIANT CABINA CANA;85122011;UN;229488A1;2;0;0;929,04;325,180001;1858,08;650,36;08A06;;;
1558;71103506;KIT FILTROS AR 1000 HS 580M;84212990;UN;71103506;0;0;0;2102,23;493,307813;0;0;DEPOSITO;;;
5732;87434293;KIT JUNTAS E ANEIS DE BORRA;84849000;UN;87434293;2;0;0;893,42;499,405;1786,84;998,81;20A06;;;
35985;71104373;KIT JUNTAS METALOP SUPER MO;84849000;PC;71104373;0;0;0;4948,6;2654,35;0;0;;;;
3669;71104692;KIT MANUTENCAO 500HS MDA;84212990;UN;71104692;0;0;0;2676,3;188,395;0;38,41;180;;;
5740;87462554;KIT MOTOR LIMPAD.C/FLANGE;85011021;UN;87462554;0;0;0;4566,79;702,01;0;71,55;;;;
88560;14459;KIT PALHETA DE ACO - 7135-108 GTIN 7899010088268 TT:(R$0,00);84139190;UN;14459;0;0;0;304,19;156,85;0;0;;;;
51990;8605261;KIT PARA CILINDRO;84129080;PC;8605261;0;0;0;543,2;187,67;0;0;04I18;;;
113431;ALT-SBA115017800;KIT PISTAO ANEL;84099929;UN;279995;0;0;0;1210,13;750;0;0;;;;
27101;47647380;KIT PLANETARIA E SATELITE A;84834090;PC;47647380;1;0;0;6657,99;2133,53;6657,99;2133,53;10B09;;;
5577;87524437;KIT REPARACAO DO SISTEMA HI;84314929;UN;87524437;0;0;0;305,75;106,28;0;0;21C07;;;
40063;75312679;KIT REPARO BOMBA HIDRAULICA;40169300;PC;75312679;1;0;0;432,33;102,9;432,33;102,9;02A04;;;
5395;75288868;KIT REPARO CIL DESLOC;84129090;UN;75288868;0;0;0;728,89;50,38;0;5,14;02C37;;;
5397;73064517;KIT REPARO CIL HIDR;84129090;UN;73064517;0;0;0;1705,45;115,635;0;23,57;20F03;;;
4468;75220700;KIT REPARO CIL HIDRAUL;84212300;UN;75220700;0;0;0;1585,19;152,82;0;0;12G23;;;
5396;75288903;KIT REPARO CIL RIPPER;84129090;UN;75288903;1;0;0;394,56;99,81;394,56;99,81;02I32;;;
315;72104633;KIT REPARO CILI PENETRA;40161010;UN;72104633;0;0;0;975,75;90,89;0;0;1,20E+25;;;
38365;75220797;KIT REPARO CILIL HIDRAUL;40161010;PC;75220797;2;0;0;1689,86;1047,32;3379,72;2094,64;11G10;;;
2258;1543260C1;KIT REPARO CILINDRO CACAMBA;84849000;UN;1543260C1;0;0;0;378,8;160,005;0;0;;;;
3570;85805990;KIT REPARO CILINDRO DIRECAO;84129080;UN;85805990;1;0;0;517,37;37,57;517,37;37,57;02G02;;;
529;1543312C1;KIT REPARO CILINDRO HIDRAUL;40169300;UN;1543312C1;6;0;0;776,9;433,568611;4661,4;2601,41;12G02;;;
4333;1543256C1;KIT REPARO CILINDRO LANCA;84849000;UN;1543256C1;0;0;0;420,99;149,875;0;0;02B14;;;
4469;75288870;KIT REPARO CILINDRO PITCH;84212300;UN;75288870;0;0;0;1109,87;107;0;0;03I09;;;
36975;72104631;KIT REPARO DO CILINDRO DA C;40169300;PC;72104631;0;0;0;1069,91;564,33;0;0;;;;
22305;336460A1;KIT REPARO PEDAL ACELERADOR;40169300;PC;336460A1;0;0;0;774,54;319,84;0;0;04C03;;;
39971;75310706;KIT REPARO PEDAL FREIO;84314929;PC;75310706;0;0;0;1482,41;1178,24;0;0;;;;
379;75207943;KIT REPARO VALV DIRECAO;40169300;UN;75207943;0;0;0;1468,91;422,25;0;0;;;;
56952;87439453;KIT RETENTOR COIFA BORR;40169990;PC;87439453;0;0;0;2310,18;1216,87;0;0;06I24;;;
2820;1542881C1;KIT RETENTORES BORRACHA P C;40169300;UN;1542881C1;2;0;0;442,55;241,43;885,1;482,86;03I01;;;
2741;87455549;KIT RETENTORES BORRACHA P C;40169300;UN;87455549;0;0;0;1380,18;342,985;0;0;06I06;;;
431;401061A1;KIT RETENTORES DE BORRACHA;40169300;UN;401061A1;0;0;0;1072,72;283,545;0;0;;;;
24365;411851A1;KIT RETENTORES DE BORRACHA;40161010;PC;411851A1;0;0;0;1217,14;643,1;0;0;05B01;;;
4332;1542877C1;KIT RETENTORES P CILINDRO;84849000;UN;1542877C1;1;0;0;109,03;56,49;109,03;56,49;4,00E+20;;;
96336;KIT192212;KIT REVERSÃO HÉLICE W20F 2023;84122900;UN;KIT192212,12433;1;0;0;19998,75;3000;19998,75;3000;25B02;;;
62712;87710271;KIT RODA 3P 25X14 CASTANHO;87087090;PC;87710271;1;0;1;14150,6;8282,47;14150,6;8282,47;DEP01;;;
38123;73164376;KIT SENSOR ELETRICO 24V DO;85369090;PC;K73164376,73164376;0;0;0;2919,63;1042,29;0;0;;;;
3691;87621941;KIT TURBO PRE FILTRO PL14;84213100;UN;87621941;0;0;0;3557,08;2204,56;0;0;;;;
91410;16619;KIT VED HIDROSTATICA EATON;40169300;UN;16619;0;0;0;730,56;408,37;0;0;;;;
1428;182218A1;KIT VEDACAO BORRACHA CILIND;84129080;UN;182218A1;0;0;0;843,35;437,83;0;0;;;;
2701;E68638;KIT VEDACAO BORRACHA REPARO;40169300;UN;E68638;0;0;0;3151,12;1585,05;0;0;05C01;;;
106019;KB3050A-00093;KIT VEDAÇÃO CIL. LATERAL 2.5 T 40MM;40169300;UN;1720;0;0;0;187,85;105,0025;0;0;;;;
4531;8603711;KIT VEDACAO CILINDRO DE FR;40169300;UN;8603711;0;0;0;4290,55;308,21;0;31,41;02G13;;;
4607;71100631;KIT VEDACAO DE BORRACHA FLA;40169300;UN;71100631;0;0;0;1722,4;135,24;0;13,79;22A04;;;
4331;J900709;KIT VEDACAO MOTOR;84849000;UN;J900709,00000000;2;0;0;317,95;236,49;635,9;472,98;06C01;;;
57352;87453561;KIT VEDACAO P VALV SOLEN;40161010;PC;87453561;0;0;0;293,33;100,7;0;0;;;;
617;87541939;KIT VEDACAO VALVULA BORRAC;40169990;UN;87541939;1;0;0;494,26;289,3;494,26;289,3;6,00E+18;;;
2599;87541940;KIT VEDACAO VALVULA BORRAC;40161010;UN;87541940;0;0;0;1106,45;647,62;0;0;100F01;;;
60558;87610350;KIT VEDACAO VALVULA BORRACH;40161010;PC;87610350;0;0;0;3791,16;2263,38;0;0;;;;
4288;47757762;KRJ20710 FILTRO;84212990;UN;47757762;2;0;0;1272,83;700,461752;2545,66;1400,92;100;;;
5166;47759437;KRV2397 - BUCHA ACO OILLES;73182900;UN;47759437;0;0;0;864,82;468,55;0;0;INDEF.;;;
2549;L104445;L104445-MANGUEIRA BORR.VULC.N/END.B;40094210;UN;L104445;0;0;0;98,37;61,48;0;0;13H05;;;
4003;L3084241;L3084241-BUCHA;84833090;UN;L3084241;0;0;0;5,79;3,62;0;0;04F17;;;
4885;L3533017;L3533017-PARAFUSO ACO BAIXO CARBONO;73181500;UN;L3533017;0;0;0;13,26;7,5225;0;0;;;;
3802;71104135;LAMINA;84314929;UN;71104135;101;0;0;946,76;513,449025;95622,76;51858,35;DEPOSITO;;;
3803;71104136;LAMINA;84314929;UN;71104136;120;0;0;1439,23;596,426129;172707,6;71571,14;DEP02B01;;;
3804;71104137;LAMINA;84314929;UN;71104137;0;0;0;2243,28;654,08;0;0;DOCA;;;
5511;129893A1;LAMINA L E;84314929;UN;129893A1;0;0;0;646,37;62,77;0;0;13A03;;;
56584;87429817;LAMINA 85 ACO P CACAMBA;84314929;PC;87429817,01;0;0;0;2313,24;1283,25;0;0;;;;
88067;87360292;LAMINA CENTRAL CINZA;84314100;PC;87360292;0;0;0;9067,78;4723,07;0;0;;;;
57218;87448565;LAMINA CINZA P CACAMBA;84314929;PC;87448565;1;0;0;9491,66;5555,54;9491,66;5555,54;DEP 01;;;
88721;ALT-71104135;LAMINA CURVA 13F FURO 5/8;84314200;UN;5D9558;0;0;0;1320;585;0;0;;;;
23038;371232A2;LAMINA DA CACAMBA;84314100;PC;371232A2;0;0;0;5980,29;2137,23;0;0;;;;
23062;372081A1;LAMINA DA CACAMBA;84314100;PC;372081A1;0;0;0;4831,87;2702,18;0;0;;;;
54202;87306795;LAMINA DA CACAMBA;84314100;PC;87306795;0;0;0;7236,5;4235,6;0;0;;;;
54203;87306796;LAMINA DA CACAMBA;84314100;PC;87306796;0;0;0;11925,46;6980,09;0;0;;;;
94807;142301A1;LAMINA DE CORTE;84314100;PC;142301A1;0;0;0;2023,57;1184,41;0;0;DEP 01;;;
5471;79094512;LAMINA DE CORTE;84314200;UN;79094512;0;0;0;2384,9;203,6;0;0;DEP04A05;;;
5468;84475988;LAMINA DE CORTE;84314200;UN;84475988;0;0;0;2919,51;365,66;0;0;ESTEIRA;;;
5469;84475994;LAMINA DE CORTE;84314200;UN;84475994;0;0;0;3421,67;244,22;0;0;DEP02C01;;;
100424;92127919FP;LAMINA DE CORTE;84314929;PC;92127919FP;20;0;0;1291,93;552,0945;25838,6;11041,89;;;;
88068;87360294;LAMINA LATERAL CINZA;84314100;PC;87360294;0;0;0;5167,31;2778,925;0;0;;;;
41184;76082416;LAMINA LATERAL DE ACO;84314100;PC;76082416;0;0;0;1198,66;664,945;0;0;;;;
4310;132988A1;LAMINAS;84314100;UN;132988A1;0;0;0;3310,22;1099,07;0;0;;;;
13018;134844A1;LAMINAS;84314100;PC;134844A1;1;0;0;2606,89;1458,04;2606,89;1458,04;DEPOSITO;;;
3851;185506A1;LAMINAS;84314100;UN;185506A1;1;0;0;3637,1;2145,9;3637,1;2145,9;DEPOSITO;;;
50290;8500177;LAMINAS;84314100;PC;8500177;0;0;0;5012,5;2780,62;0;0;;;;
5805;14144790;LAMPADA;85392190;UN;14144790;0;0;0;25,07;2,14;0;0,22;;;;
33152;51456510;LAMPADA;85392990;PC;51456510;0;0;0;37,69;19,115;0;0;04C20;;;
5802;529068;LAMPADA;85392110;UN;529068;0;0;0;46,95;3,983902;0;16,65;;;;
41584;76091881;LAMPADA 24 VOLTS PARE;85391090;PC;76091881;0;0;0;143,11;40,985;0;0;;;;
41583;76091880;LAMPADA 24 VOLTS RE;85392190;PC;76091880;0;0;0;60,77;15,935;0;0;;;;
5808;E67605;LAMPADA 24V P LANTERNA;85392990;UN;E67605;0;0;0;116,6;9,88;0;1,01;06C22;;;
5804;16739295;LAMPADA DE INCANDESCENCIA;85392190;UN;16739295;0;0;0;159,33;14,62875;0;23,86;22B03;;;
25086;44995162;LAMPADA ELETRICA 12V 3 9A;85392110;PC;44995162;0;0;0;143,48;37,65;0;0;;;;
4151;K340501;LAMPADA FAROL DIANTEIRO;85392190;UN;K340501;0;0;0;47,72;13,504118;0;0;04F19;;;
5806;87642985;LAMPADA FAROL TRASEIRO;85392910;UN;87642985;0;0;0;85,61;7,27;0;1,48;21F08;;;
4154;14142490;LAMPADA HALOGENA;85392190;UN;14142490;0;0;0;17,87;9,07;0;0,23;06G30;;;
4149;84155097;LAMPADA HALOGONIA DE TUNGST;85392110;UN;84155097;0;0;0;152,29;12,94;0;1,32;2,20E+16;;;
4152;147291A1;LAMPADA IND 24V 2W HALOGEN;85392190;UN;147291A1;13;0;0;52,54;13,951538;683,02;181,37;04B11;;;
92431;H4.LED.HAL;LAMPADA LED H4 BIVOLT 24W H4.LED.HAL;85395000;UN;H4.LED.HAL;0;0;0;448;174,8;0;0;;;;
40544;75325967;LANTERNA AMBAR LUZ DIREC;85122029;PC;75325967;0;0;0;160,41;127,095;0;0;;;;
5763;D121152;LANTERNA CJ CIRC ELETR;85122022;UN;D121152;0;0;0;195,81;117,96;0;0;19C04;;;
4337;D135384;LANTERNA CJ CIRC ELETR;85122021;UN;D135384;0;0;0;190,9;115,2725;0;0;;;;
2278;E157576;LANTERNA CJ TRASEIRA;85122022;UN;E157576;2;0;0;582,8;202,8325;1165,6;405,67;02I39;;;
25085;44995033;LANTERNA EXTERNA DO TETO DA;85122029;PC;44995033;0;0;0;442,08;344,78;0;0;;;;
6559;84306337;LANTERNA FIXA TRASEIRO ESQU;85122021;UN;84306337;0;0;0;601,08;372,53;0;0;;;;
14044;147734A1;LANTERNA TRAS L D OPC;85122019;PC;147734A1;0;0;0;1785,13;925,075;0;0;;;;
4101;147733A1;LANTERNA TRAS L E OPC;85122019;UN;147733A1;0;0;0;1656,94;704,8;0;0;10D05;;;
24357;411777A1;LANTERNA TRASEIRA DO FREIO;85122022;PC;411777A1;0;0;0;2053,23;961,53;0;0;;;;
40543;75325965;LANTERNA VERMELHA FREIO;85122021;PC;75325965;0;0;0;798,31;562,35;0;0;;;;
1898;85801377;LD DENTE LATERAL;84314100;UN;85801377;6;1;0;532,97;262,34;3197,82;1574,04;CAIXA DENTES;;;
23560;386369A2;LD SUPORTE PEGADOR;73269090;PC;386369A2;0;0;0;73,26;39,07;0;0;;;;
60906;87625399;LE CJ TUBO DE ACO P FREIO;73043920;PC;87625399;0;0;0;474,71;219,39;0;0;15B03;;;
3807;85801376;LE DENTE LATERAL;84314100;UN;85801376;5;1;0;532,97;269,489444;2664,85;1347,45;CAIXA DENTES;;;
23559;386368A2;LE SUPORTE PEGADOR;84314929;PC;386368A2;0;0;0;91,22;52,1;0;0;;;;
55598;87379093;LENTE FAROL DIREITO DE VIDR;85129000;PC;87379093;0;0;0;544,31;312,48;0;0;;;;
2290;A186293;LENTE PLASTICA DA LUZ DIREC;85129000;UN;A186293;0;0;0;741,71;425,77;0;0;;;;
55603;87379101;LENTE PLASTICA FAROL ESQUER;85129000;PC;87379101;0;0;0;539,52;309,72;0;0;;;;
3602;LF16015;LF16015-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF16015;0;0;0;143,35;26,75;0;0;0;;;
3609;LF16043;LF16043-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF16043;0;0;0;96,66;13,15;0;0;0;;;
1496;LF16046;LF16046 - FILTRO;84212300;UN;LF16046;0;0;0;130,08;22,8;0;0;0;;;
1491;LF3000;LF3000- FILTRO;84212300;UN;LF3000;0;0;0;125,98;24,69;0;0;0;;;
3613;LF3327;LF3327-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3327;0;0;0;78,29;7,8;0;0;0;;;
3593;LF3331;LF3331-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3331;0;0;0;73,19;6,3;0;0;0;;;
3605;LF3349;LF3349-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3349;0;0;0;79,68;6,71;0;0;0;;;
3604;LF3468;LF3468-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3468;0;0;0;74,46;6,66;0;0;0;;;
3606;LF3548;LF3548-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3548;0;0;0;123,95;21,1;0;0;0;;;
3595;LF3567;LF3567-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3567;0;0;0;97,96;12,29;0;0;0;;;
3614;LF3573;LF3573-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3573;0;0;0;62,43;3,18;0;0;0;;;
1488;LF3654;LF3654 - FILTRO BY PASS;84212300;UN;LF3654;0;0;0;81,53;8,75;0;0;0;;;
3611;LF3675;LF3675-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3675;0;0;0;102,58;13,38;0;0;0;;;
3615;LF3687;LF3687-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3687;0;0;0;114,73;18,42;0;0;0;;;
3610;LF3703;LF3703-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3703;0;0;0;71,06;5,7;0;0;0;;;
1495;LF3730;LF3730 - FILTRO LUBRIFICANTE;84212300;UN;LF3730;0;0;0;115,91;18,76;0;0;0;;;
3594;LF3783;LF3783-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3783;0;0;0;105,88;18,82;0;0;0;;;
1489;LF3959;LF3959 - FILTRO;84212300;UN;LF3959;0;0;0;81,05;8,61;0;0;0;;;
3612;LF3977;LF3977-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF3977;0;0;0;172,24;35,17;0;0;0;;;
3616;LF4056;LF4056-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF4056;0;0;0;73,26;6,34;0;0;0;;;
3603;LF670;LF670-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF670;0;0;0;91,67;11,7;0;0;0;;;
3608;LF678;LF678-FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF678;0;0;0;75,51;6,99;0;0;0;;;
1502;LF701;LF701 - FILTRO DE OLEO LUBRIFICANTE;84212300;UN;LF701;0;0;0;77,57;5,54;0;0;0;;;
1490;LF9009;LF9009 - FILTRO;84212300;UN;LF9009;0;0;0;157,77;30,95;0;0;0;;;
1487;LF9667;LF9667 - FILTRO;84212300;UN;LF9667;0;0;0;146,23;27,53;0;0;0;;;
2284;47405956;LIMPADOR DE PARABRISA;85129000;UN;47405956;0;0;0;856,24;530,67;0;0;;;;
30253;47984295;LIMPADOR PARA BRISA;85129000;PC;47984295;0;0;0;847,22;486,34;0;0;20B04;;;
2283;73329275;LIMPADOR PARA BRISA;85124010;UN;73329275;1;0;0;281,99;161,663746;281,99;161,66;20B03;;;
38158;73329280;LIMPADOR PARA BRISA;85124010;PC;73329280;0;0;0;410,98;187,24;0;0;10D08;;;
5767;84347625;LIMPADOR PARA BRISA;85129000;UN;84347625;0;0;0;560,74;172,65;0;0;13B03;;;
5352;87338383;LINK DE ACO DA FECHADURA DA;73262000;UN;87338383;1;0;0;12,61;7,049496;12,61;7,05;12B09;;;
996;80680;LOCKWASHER 375 ZND;73182100;UN;80680,1001;18;0;8;0,86;0,476667;15,48;8,58;2,00E+37;;;
112743;ALT-SI5900;LOCTITE;35061090;UN;LoctiteSI5900-300ml;1;1;0;823,57;460,36;823,57;460,36;;;;
39351;75267023;LUNETA ATAQUE ESFERICO;84314929;PC;75267023;0;0;0;998,56;538,005;0;0;;;;
62656;87708408;LUVA ACO CARCACA DIFERENCIA;84839000;PC;87708408;0;0;0;2596,72;869,48;0;0;;;;
6618;E69392;LUVA CPL DE ACO P EIXO CAR;87089990;UN;E69392;0;0;0;1662,42;668,925;0;0;900000;;;
13232;1404108;LUVA DE ACO;73079900;PC;1404108;0;0;0;1820,31;470,825;0;0;;;;
40531;75325762;LUVA DE ACO P PINO DO DENTE;73079900;PC;75325762;0;0;0;326,73;159,89;0;0;;;;
35106;71004820;LUVA DE ACO TUBO DE OLEO TR;73071920;PC;71004820;0;0;0;85,22;23,106667;0;0;;;;
22707;358641A1;LUVA EMBREAGEM TRANSMIS;73079200;PC;358641A1;0;0;0;338,12;104,85;0;0;;;;
5697;71100000;LUVA ESTRIADA DE ACO;84836090;UN;71100000;0;0;0;698,86;54,41;0;5,55;;;;
25069;448676A1;LUVO CILINDRO;84314929;PC;448676A1;0;0;0;2456,47;713,68;0;0;;;;
5762;87627854;LUZ DE FREIO;85122022;UN;87627854;0;0;0;338,09;209,54;0;0;03F18;;;
992;81547;LW P 44 86505602;73182100;UN;81547;8;0;0;1,73;0,372143;13,84;2,98;02A01;;;
4971;153630A1;M01X0812 PINO ROSQUEADO E;73181500;UN;153630A1;1;0;0;39,7;21,262;39,7;21,26;06B12;;;
31405;48153427;MACANETA;39263000;PC;48153427;0;0;0;279,56;156,27;0;0;;;;
41840;76303253;MACANETA;83023000;PC;76303253;0;0;0;949,34;507,84;0;0;18A01;;;
1384;84396681;MACANETA;39263000;UN;84396681;0;0;0;908,67;495,04;0;0;;;;
195;9707331;MACANETA;39263000;UN;9707331;0;0;0;465,18;240,64;0;0;06B17;;;
5353;71103195;MACANETA ACO DESTRAV PORTA;83016000;UN;71103195;0;0;0;433,21;33,9;0;3,46;11C10;;;
6269;84224317;MACANETA CABINE KTRS;83014000;UN;84224317,69;0;0;0;1178,25;584,05;0;0;;;;
84286;YN51C01045P1;MACANETA DE ACO DA CABINE;83023000;PC;YN51C01045P1;0;0;0;989,59;529,37;0;0;04H05;;;
2460;97399C1;MACANETA DE PLASTICO;39263000;UN;97399C1,24590M;0;0;0;302,32;150,4;0;0;05F01;;;
44521;84185649;MAGUEIRA SUCCAO BOMBA DAGUA;40094100;PC;84185649;0;0;0;191,57;118,73;0;0;;;;
45199;84244076;MANCAL;84833090;PC;84244076;0;0;0;268,77;84,325;0;0;;;;
1193;L77364;MANCAL CHASSI TRAS;84833090;UN;L77364;2;0;2;633,62;392,699998;1267,24;785,4;4,00E+18;;;
5220;L77367;MANCAL CHASSI TRAS;84833090;UN;L77367;2;0;2;518,32;321,239999;1036,64;642,48;05D02;;;
57445;87457063;MANCAL ACO P CARDAN DIANTEI;84832000;PC;87457063;0;0;0;1852,67;948,26;0;0;05B03;;;
6518;L106070;MANCAL CARDAN DO EIXO DIANT;84833090;UN;L106070;0;0;0;5140,16;2865,5;0;0;02A32;;;
5678;L71373;MANCAL CONTROLE DA TRANSMIS;84832000;UN;L71373;2;0;2;29,21;18,105;58,42;36,21;02H30;;;
67223;E64165;MANCAL CPL EIXO PROPUSOR;84832000;PC;E64165;0;0;0;1336,05;764,79;0;0;08B04;;;
1214;G102424;MANCAL DA TAMPA DO CILINDRO;73182900;UN;G102424;2;0;0;63,26;33,655;126,52;67,31;4E+14;;;
72079;KLV10320;MANCAL DE DESLIZAMENTO;84833090;PC;KLV10320;0;0;0;3564,62;1170,68;0;0;;;;
25494;47364414;MANG BORR C REFORC ACO C AC;40092290;PC;47364414;1;0;0;2032,57;1259,72;2032,57;1259,72;20F04;;;
27319;47710304;MANG BORRACHA REF NYLON C A;40093290;PC;47710304;0;0;0;1721,88;863,77;0;0;;;;
75206;LB11P01014P1;MANG BORRACHA REF TEXTIL C;40093290;PC;LB11P01014P1;0;0;0;429;246,27;0;0;;;;
75207;LB11P01015P1;MANG BORRACHA REF TEXTIL C;40093290;PC;LB11P01015P1;0;0;0;430,56;234,26;0;0;;;;
27331;47712062;MANG BORRACHA REF TEXTIL S;40093100;PC;47712062;2;0;2;61,64;38,2;123,28;76,4;;;;
96324;ALT-75264004;MANG IND HIDR SAE 100 08 R12 1/2 EURO;40092110;UN;88;0;0;0;238,44;99,01;0;0;;;;
2519;47711017;MANG. BORRACHA REF ACO S/AC;40092190;UN;47711017;0;0;0;856,31;525,068061;0;364,48;1500000;;;
96320;ALT-S118383X;MANGOTE;40093100;UN;823;0;0;0;484,05;300;0;0;;;;
2526;S118383X;MANGOTE;40092210;UN;S118383X;1;0;0;625,86;189,45;625,86;189,45;06X06;;;
59995;87598381;MANGOTE BORRACHA;40094290;PC;87598381;0;0;0;124,96;71,72;0;0;;;;
59996;87598383;MANGOTE BORRACHA;40094290;PC;87598383;0;0;0;308,72;177,21;0;0;;;;
41878;76303501;MANGOTE BORRACHA 865MM LONG;39173290;PC;76303501;0;0;0;1085,22;579,84;0;0;;;;
61694;87661375;MANGOTE BORRACHA INF DO RA;40093100;PC;87661375;0;0;0;515,15;307,56;0;0;;;;
4411;J920762;MANGOTE BORRACHA P BOMBA DA;40091100;UN;J920762;0;0;0;142,59;57,8;0;0;20B18;;;
2538;84272334;MANGOTE BORRACHA REF/TEXTIL;40093100;UN;84272334;2;0;0;122,14;13,898;244,28;27,8;05C16;;;
49885;84570290;MANGOTE BORRACHA REFORCO OU;40094100;PC;84570290;0;0;0;2283,76;1310,99;0;0;;;;
61693;87661366;MANGOTE BORRACHA SUP DO RA;40094100;PC;87661366;0;0;0;387,86;231,55;0;0;;;;
28227;47800297;MANGOTE DE AR;40093100;PC;47800297;0;0;0;148,34;85,16;0;0;;;;
37615;72219342;MANGOTE DE BORR ENTRAD IN;40094100;PC;72219342;0;0;0;3240,3;1114,25;0;0;;;;
4412;397117A1;MANGOTE DE BORRACHA;40091100;UN;397117A1;0;0;0;3352,63;321,47;0;0;;;;
28730;47847957;MANGOTE DE BORRACHA;59090000;PC;47847957;1;0;0;900,77;558,27;900,77;558,27;21G02;;;
4433;84307950;MANGOTE DE BORRACHA;40093100;UN;84307950;0;0;0;1531,15;137,73;0;0;1600000;;;
229;87439340;MANGOTE DE BORRACHA;40092190;UN;87439340;0;0;0;385,85;221,51;0;0;;;;
58699;87549204;MANGOTE DE BORRACHA;40094290;PC;87549204;1;0;0;21,42;8,35;21,42;8,35;04F03;;;
71922;KLH10260;MANGOTE DE BORRACHA;40093100;PC;KLH10260;0;0;0;981,87;484,83;0;0;;;;
72244;KNH10210;MANGOTE DE BORRACHA;40094290;PC;KNH10210;0;0;0;619,63;305,98;0;0;;;;
30759;48056258;MANGOTE DE BORRACHA ARREFE;40094100;PC;48056258;0;0;0;384,81;220,9;0;0;;;;
45575;84269083;MANGOTE DE BORRACHA ARREFE;40094290;PC;84269083;0;0;0;1646,06;492,24;0;0;;;;
228;4-1056;MANGOTE DE BORRACHA C REF T;40092190;UN;4-1056;17;0;0;53,35;23,4525;906,95;398,69;17B02;;;
4427;72216693;MANGOTE DE BORRACHA DO FILT;40093100;UN;72216693;0;0;0;738,02;66,29;0;0;;;;
40678;75327715;MANGOTE DE BORRACHA DO FILT;40091100;PC;75327715;0;0;0;1685,17;967,38;0;0;;;;
