CÓDIGO;REFERÊNCIA;DESCRIÇÃO;NCM;UN;REFERÊNCIAS;EST.;APL.;RES.;VENDA;MÉDIO;VENDA;CUSTO;SETOR;RUA;BLOCO;ANDAR
54447;87312843;CAIXA PORTA FUSIVEL;85381000;PC;87312843;0;0;0;1229,99;660,175;0;0;;;;
54538;87315249;CAIXA DE FUSIVEIS;85369090;PC;87315249;0;0;0;1283,07;688,67;0;0;02A37;;;
61050;87630519;CAIXA DE FUSIVEL;85381000;PC;87630519;0;0;0;1297,52;696,43;0;0;;;;
86920;51662272;CAIXA DE LUZES COMBINADA;85122023;PC;51662272;0;0;0;2037,54;1169,6375;0;0;19D03;;;
38088;73163878;CAIXA DE LUZES COMBINADAS;85122023;PC;73163878;0;0;0;477,17;273,91;0;0;;;;
38090;73163879;CAIXA DE LUZES COMBINADAS;85122023;PC;73163879;0;0;0;476,96;273,8;0;0;;;;
31327;48139460;CAIXA DE TRANSMISSAO;84839000;PC;48139460;0;0;0;38011,26;9127,38;0;0;;;;
42402;79078595;CAIXA ISOLAMENTO PORTA FUSI;85381000;PC;79078595;0;0;0;144,52;72,82;0;0;04F05;;;
13937;147067A1;CAIXA MOLAS BCO OPERADOR;94019900;PC;147067A1;0;0;0;2259,56;1263,05;0;0;;;;
15952;161643A1;CALCO;73182900;PC;161643A1;0;0;0;252,55;59,965;0;0;;;;
105617;48154285;CALCO;73261900;PC;48154285;0;0;0;17,62;9,85;0;0;;;;
1286;G33965;CALCO;73269090;UN;G33965;0;0;0;10,62;3,8575;0;1,57;06C15;;;
83448;YN02B01414D1;CALCO;73269090;PC;YN02B01414D1;0;0;0;103,16;53,4325;0;0;;;;
161;YN12B01601D1;CALCO;38119090;UN;YN12B01601D1,161;0;0;0;90,28;29,19;0;0;;;;
83693;YN12B01602D1;CALCO;73182900;PC;YN12B01602D1;0;0;0;102,46;53,15;0;0;;;;
3398;134167A1;CALCO DE ACO DO GIRO DO EL;73182900;UN;134167A1,D136700;0;0;0;39,24;11,64;0;0;;;;
42364;79071447;CALCO 3 50MM;73182900;PC;79071447;0;0;0;880,32;456,66;0;0;;;;
3466;75325420;CALCO ACO 0 15MM P TANDEM;73269090;UN;75325420;0;0;0;317,3;28,16;0;28,7;21X04;;;
5529;79111857;CALCO ACO 0,5MM;84314929;UN;79111857;0;0;0;97,13;11,36;0;0;2E+13;;;
52000;8605310;CALCO ACO 1 0 P EIXO TRASEI;73182900;PC;8605310;0;0;0;174,94;80,585;0;0;22D08;;;
41433;76087083;CALCO ACO MEDIO CARB COM TT;73182900;PC;76087083;0;0;0;290,28;137,99;0;0;;;;
3488;D44813;CALCO ACO P TORRE CONTR;73269090;UN;D44813;0;0;0;7,33;0,454;0;0,46;02I10;;;
87357;75324158;CALCO ACO REG SELA 0 18MM;73269090;PC;75324158;0;0;0;67,03;37,466667;0;0;;;;
5285;119434A1;CALCO DE ACO;73269090;UN;119434A1;0;0;0;2855,52;200,97;0;20,48;15A03;;;
5321;138624A1;CALCO DE ACO;73269090;UN;138624A1;0;0;0;122,59;7,73;0;1,58;05C15;;;
15697;160404A1;CALCO DE ACO;73269090;PC;160404A1;0;0;0;307,76;70,755;0;0;;;;
1338;70620920;CALCO DE ACO;73269090;UN;70620920;1;0;0;16,78;8,311333;16,78;8,31;04I17;;;
3470;71005107;CALCO DE ACO;73269090;UN;71005107;0;0;0;18,05;4,63;0;0;;;;
35127;71005108;CALCO DE ACO;73261900;PC;71005108;0;0;0;39,19;20,52;0;0;;;;
37936;73135173;CALCO DE ACO;73182900;UN;73135173;0;0;0;39,33;20,68;0;0;;;;
1162;75248809;CALCO DE ACO;73269090;UN;75248809;6;0;0;6,73;3,638575;40,38;21,83;03A04;;;
41424;76086820;CALCO DE ACO;73269090;PC;76086820;0;0;0;201,21;102,75;0;0;09B08;;;
1253;8603389;CALCO DE ACO;73182900;UN;8603389;0;0;0;4556,02;2262,44;0;0;;;;
85374;8603487;CALCO DE ACO;73182900;PC;8603487;0;0;0;2478,29;1183,62;0;0;;;;
54438;87312744;CALCO DE ACO;73269090;PC;87312744;0;0;0;285,5;67,99;0;0;;;;
54439;87312745;CALCO DE ACO;73182900;PC;87312745;0;0;0;475,58;122,8;0;0;;;;
54440;87312746;CALCO DE ACO;73269090;PC;87312746;0;0;0;514,95;128,75;0;0;;;;
54441;87312747;CALCO DE ACO;73182900;PC;87312747;0;0;0;321,86;79,155;0;0;;;;
54445;87312751;CALCO DE ACO;73182900;PC;87312751;0;0;0;269,44;66,273333;0;0;;;;
54446;87312752;CALCO DE ACO;73269090;PC;87312752;0;0;0;349,68;117,1525;0;0;03D14;;;
1122;ALT-L17213;CALCO DE ACO;73182200;UN;ALT-L17213,L17213,L 17213;0;0;0;2,21;1,209;0;0;;;;
74751;L14452BHB;CALCO DE ACO;73182900;PC;L14452BHB;0;0;0;49,81;18,115;0;0;;;;
1191;L17212;CALCO DE ACO;73182900;UN;L17212;5;0;0;129,83;67,818758;649,15;339,09;04F17;;;
74759;L17213;CALCO DE ACO;73269090;PC;L17213;4;2;0;40,72;21,283332;162,88;85,13;2,00E+33;;;
1197;150502A1;CALCO DE ACO 0 05;73182900;UN;150502A1;0;0;0;323,19;20,14;0;0;22F06;;;
5215;L118983;CALCO DE ACO 0 10MM;73182900;UN;L118983;0;0;0;62,13;32,535;0;0;19B04;;;
74486;L118990;CALCO DE ACO 0 10MM;73182900;PC;L118990;0;0;0;66,31;34,41;0;0;09D07;;;
38420;75240816;CALCO DE ACO 0 15MM;73182900;PC;75240816;0;0;0;51,09;26,765;0;0;22D03;;;
5193;75237664;CALCO DE ACO 0 1MM;73182900;UN;75237664;0;0;0;125,82;8,113333;0;2,48;21B16;;;
3363;75237665;CALCO DE ACO 0 1MM;73182900;UN;75237665;0;0;0;91,72;5,9175;0;2,41;11A02;;;
38421;75240817;CALCO DE ACO 0 20MM;73182900;PC;75240817;0;0;0;13,89;7,27;0;0;2,00E+33;;;
38422;75240818;CALCO DE ACO 0 25MM;73182900;PC;75240818;0;0;0;51,91;27,19;0;0;22D06;;;
3493;L118980;CALCO DE ACO 0 25MM;73269090;UN;L118980;0;0;0;83,16;43,485;0;0;04D12;;;
74490;L119203;CALCO DE ACO 0 25MM;73269090;PC;L119203;0;0;0;121,13;63,31;0;0;09D08;;;
3400;75325418;CALCO DE ACO 0 45 MM P TAND;73182900;UN;75325418;0;0;0;292,46;19,983158;0;38,7;21X03;;;
74485;L118982;CALCO DE ACO 0 50MM;73269090;PC;L118982;0;0;0;49,21;25,73;0;0;04C14;;;
5304;L118989;CALCO DE ACO 0 50MM;73269090;UN;L118989;0;0;0;100,99;52,79;0;0;05C02;;;
51999;8605309;CALCO DE ACO 0 60MM P EIXO;73269090;PC;8605309;0;0;0;120,15;57,87;0;0;12G14;;;
5238;8603228;CALCO DE ACO 0.7MM;73182900;UN;8603228;0;0;0;194,46;27,49;0;5,6;05B11;;;
1242;76082205;CALCO DE ACO 1 6MM;73182900;UN;76082205;0;0;0;87,22;8,84;0;0,9;02H14;;;
5182;79039869;CALCO DE ACO 1,100MM;73182900;UN;79039869;0;0;0;83,51;10,22;0;1,05;06H18;;;
51642;8603415;CALCO DE ACO 2 1MM;73269090;PC;8603415;0;0;0;119,36;53,81;0;0;;;;
5236;8603490;CALCO DE ACO 2 4MM;73182900;UN;8603490;0;0;0;155,93;10,226667;0;3,13;11F22;;;
51644;8603418;CALCO DE ACO 2 55MM;73269090;PC;8603418;0;0;0;119,36;57,81;0;0;;;;
1240;76082535;CALCO DE ACO 2 5MM;73182900;UN;76082535;0;0;0;118,37;50,4;0;0;;;;
52063;8605820;CALCO DE ACO 2 5MM;73182900;PC;8605820;0;0;0;270,26;89,88;0;0;;;;
51645;8603419;CALCO DE ACO 2 7MM;73269090;PC;8603419;0;0;0;109,31;52,96;0;0;;;;
1784;85812291;CALCO DE ACO 2 8MM;84314929;UN;85812291;0;0;0;123,42;47,92;0;0;;;;
1195;L118835;CALCO DE ACO 3 2MM;73182900;UN;L118835;0;0;0;213,7;51,3;0;0;05C10;;;
5187;75289031;CALCO DE ACO 3 40MM;73182900;UN;75289031;0;0;0;549,75;34,25;0;3,49;12D04;;;
7029;85812297;CALCO DE ACO 3 4MM;84314929;UN;85812297;0;0;0;135,03;53,99;0;0;;;;
39699;75289037;CALCO DE ACO 4 00MM;73182900;PC;75289037;0;0;0;114,12;59,19;0;0;;;;
5188;75289041;CALCO DE ACO 4 40MM;73182900;UN;75289041;0;0;0;437,71;27,27;0;2,78;04C14;;;
35618;71103519;CALCO DE ACO 4 4MM P EIXO;73269090;PC;71103519;0;0;0;539,73;237,615;0;0;;;;
1221;D136700;CALCO DE ACO 67X83X2MM;73182900;UN;D136700;1;0;0;23,98;1,915;23,98;1,92;02A09;;;
22192;331429A1;CALCO DE ACO DE AFINACAO;73269090;PC;331429A1;0;0;0;90,48;22,68;0;0;;;;
41425;76086823;CALCO DE ACO DE AFINACAO;73269090;PC;76086823;1;0;0;70,18;27,446666;70,18;27,45;6000000000;;;
35128;71005109;CALCO DE ACO DE RET ROLAMEN;73261900;PC;71005109;0;0;0;44,66;11,53;0;0;;;;
1154;75325824;CALCO DE ACO DIAMETRO 190X1;73182900;UN;75325824;1;0;0;62,17;27,74;62,17;27,74;06A02;;;
4263;75325825;CALCO DE ACO DIAMETRO 190X1;84212300;UN;75325825,43;4;0;0;72,47;21,165626;289,88;84,66;06F03;;;
3343;D136391;CALCO DE ACO DO GIRO ELEVAD;73182900;UN;D136391;6;0;0;27,73;5,7575;166,38;34,55;3000000;;;
3397;76086821;CALCO DE ACO DO PIVOTAMENTO;73182900;UN;76086821;0;0;0;72,26;37,49;0;0;03D17;;;
61117;87634394;CALCO DE ACO DO TENSOR DAS;73182900;PC;87634394;0;0;0;85,46;41,2;0;0;;;;
5167;412500A1;CALCO DE ACO EIXO DIANTEIRO;73182900;UN;412500A1;0;0;0;24,96;1,896667;0;1,74;06F11;;;
6823;L17318;CALCO DE ACO ESTR TRASEIRA;73182200;UN;L17318;4;0;0;41,53;21,750002;166,12;87;4000;;;
5191;75214968;CALCO DE ACO JUN ARTICULACA;73182900;UN;75214968;0;0;0;33,52;2,16;0;0,66;04H16;;;
5192;75214969;CALCO DE ACO JUN ARTICULACA;73182900;UN;75214969;0;0;0;46,31;9,94;0;0;05C09;;;
41497;76088814;CALCO DE ACO MEDIO CARB OU;73182900;PC;76088814;0;0;0;203,11;51,025;0;0;;;;
3463;85812289;CALCO DE ACO MEDIO CARB OU;73269090;UN;85812289;0;0;0;135,68;47,2;0;0;;;;
51647;8603421;CALCO DE ACO MEDIO CARB OU;73269090;PC;8603421;0;0;0;119,43;57,85;0;0;;;;
54442;87312748;CALCO DE ACO MEDIO CARB OU;73269090;PC;87312748;0;0;0;351,36;83,65;0;0;;;;
54443;87312749;CALCO DE ACO MEDIO CARB OU;73269090;PC;87312749;3;0;0;339,64;119,84;1018,92;359,52;04I06;;;
1312;9968038;CALCO DE ACO MEDIO CARB, OU;73269090;UN;9968038;0;0;0;74,13;18,82;0;0;12C17;;;
64885;9968272;CALCO DE ACO P AJUSTE DA TR;73182900;PC;9968272;0;0;0;100,07;33,95;0;0;;;;
1236;87599310;CALCO DE ACO P BRACO MONOBL;73182900;UN;87599310;0;0;0;108,72;56,935;0;0;;;;
5279;8603669;CALCO DE ACO P DIFERENCI;73261900;UN;8603669;0;0;0;170,35;11,57;0;2,36;20A10;;;
5282;8603732;CALCO DE ACO P DIFERENCI;73261900;UN;8603732;0;0;0;116,3;7,62;0;0,78;03D03;;;
1204;148900A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148900A1;7;0;0;30,47;2,245714;213,29;15,72;06D13;;;
1205;148901A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148901A1;4;0;0;31,63;12,581667;126,52;50,33;02F21;;;
1206;148902A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148902A1;1;0;0;116,47;32,275;116,47;32,28;02I25;;;
5227;148917A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148917A1;4;0;0;10,68;0,9;42,72;3,6;6000;;;
3324;148918A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148918A1;1;0;0;12,81;1,326665;12,81;1,33;02D23;;;
3325;148919A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148919A1;7;0;0;10,63;0,79;74,41;5,53;03A20;;;
3322;148920A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148920A1;1;0;0;9,84;4,360003;9,84;4,36;02A11;;;
3323;148921A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148921A1;1;0;0;79,86;47,596672;79,86;47,6;04B04;;;
1279;148922A1;CALCO DE ACO P DIFERENCIAL;73261900;UN;148922A1;0;0;0;104,94;42,563333;0;2,07;11A11;;;
1211;148923A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148923A1,148924A1;0;0;0;91,2;28,9925;0;7,19;03B15;;;
3327;148924A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148924A1;13;0;0;79,38;5,850835;1031,94;76,06;02G28;;;
5228;148925A1;CALCO DE ACO P DIFERENCIAL;73182900;UN;148925A1;11;0;0;90,3;6,636;993,3;73;03I04;;;
5281;8603731;CALCO DE ACO P/DIFERENCI.;73261900;UN;8603731;0;0;0;28,35;11,16;0;2,28;3E+11;;;
58707;87549688;CALCO DE ACO PARA AJUSTE DE;73182900;PC;87549688;0;0;0;90,1;26,31;0;0;;;;
5144;KRV31490;CALCO DE ACO PARA ESCAVADEI;73182900;UN;KRV31490;0;0;0;321,95;20,055;0;4,09;INDEF.;;;
22186;331423A1;CALCO DE AFINACAO;73269090;PC;331423A1;3;0;0;805,93;450,5;2417,79;1351,5;11A06;;;
1149;73125483;CALCO DE AFINACAO;73182900;UN;73125483;0;0;0;23,52;12,6875;0;0;18D05;;;
44394;84171195;CALCO DE AFINACAO;73182900;PC;84171195;20;0;0;67,66;23,2;1353,2;464;04G08;;;
* 46939;84330539;CALCO DE AFINACAO;73269090;PC;84330539;0;0;0;211,74;227;0;0;06G18;;;
47362;84355094;CALCO DE AFINACAO;73269090;PC;84355094;0;0;0;4076,16;1670,265;0;0;;;;
50903;85812294;CALCO DE AFINACAO;73269090;PC;85812294;0;0;0;167,9;60,15;0;0;;;;
5556;8603342;CALCO DE AFINACAO;84314929;UN;8603342;0;0;0;30,35;7,01;0;0;05B10;;;
1254;8603414;CALCO DE AFINACAO;73182900;UN;8603414;0;0;0;1142,83;638,816667;0;0;;;;
5280;8603730;CALCO DE AFINACAO;73261900;UN;8603730;0;0;0;35,28;12,135;0;2,47;06C05;;;
1165;70673457;CALCO DE AFINACAO 0 25MM;73182900;UN;70673457;16;0;0;48,9;13,190625;782,4;211,05;11B08;;;
38988;75261591;CALCO DE AFINACAO 140 X 82;73182900;PC;75261591;0;0;0;27,37;14,33;0;0;06B04;;;
4268;75261592;CALCO DE AFINACAO 140 X 82;73182900;UN;75261592;0;0;0;32,04;16,795;0;0;06B03;;;
44875;84215452;CALCO DE AFINACAO ACO;73182900;PC;84215452;0;0;0;139,19;34,465;0;0;;;;
44876;84215453;CALCO DE AFINACAO ACO;73182900;PC;84215453;0;0;0;152,8;41,62;0;0;;;;
44877;84215454;CALCO DE AFINACAO ACO;73182900;PC;84215454;0;0;0;606,44;150,195;0;0;;;;
50902;85812292;CALCO DE AFINACAO ACO;73182900;PC;85812292;0;0;0;355,66;127,97;0;0;;;;
37866;73125521;CALCO DE AFINACAO DE ACO;84839000;PC;73125521;3;0;0;14,96;7,434;44,88;22,3;16C14;;;
38466;75248665;CALCO DE AFINACAO DE ACO;73182900;PC;75248665;0;0;0;30,77;12,07;0;0;;;;
3364;75248666;CALCO DE AFINACAO DE ACO;73182900;UN;75248666;0;0;0;148;58,104;0;0;;;;
38467;75248667;CALCO DE AFINACAO DE ACO;73182900;PC;75248667;0;0;0;25,15;9,885;0;0;;;;
1785;85812295;CALCO DE AFINACAO DE ACO;84314929;UN;85812295;0;0;0;90,53;35,14;0;0;;;;
5222;KSP0827;CALCO DE AFINACAO DE ACO;73182900;UN;KSP0827;0;0;0;357,65;22,2875;0;0;14G03;;;
6198;75261587;CALCO DE AFINACAO DE ACO 0;73182900;UN;75261587;0;0;0;33,33;17,45;0;0;;;;
38985;75261588;CALCO DE AFINACAO DE ACO 1;73182900;PC;75261588;0;0;0;38,27;18,9075;0;0;02B31;;;
38986;75261589;CALCO DE AFINACAO DE ACO 1;73182900;PC;75261589;0;0;0;53,28;13,085;0;0;;;;
38987;75261590;CALCO DE AFINACAO DE ACO 1;73182900;PC;75261590;0;0;0;34,24;17,91;0;0;;;;
38989;75261593;CALCO DE AFINACAO DE ACO 1;73182900;PC;75261593;0;0;0;33,61;17,6;0;0;;;;
39016;75262159;CALCO DE AFINACAO DE ACO 92;73182900;PC;75262159;0;0;0;116,2;60,86;0;0;;;;
3809;79005965;CALCO DE AFINACAO EM ACO 16;84314929;UN;79005965;31;0;0;3,57;1,739431;110,67;53,92;06C06;;;
5313;9968045;CALCO DE AJUSTE 3,3MM;73269090;UN;9968045;0;0;0;64,14;16,28;0;0;22A14;;;
1311;9968037;CALCO DE AJUSTE DE ACO;73269090;UN;9968037;0;0;0;63,91;16,22;0;0;12D15;;;
1229;9968041;CALCO DE AJUSTE DE ACO;73182900;UN;9968041;0;0;0;71,6;18,18;0;0;02I33;;;
1200;148976A1;CALCO DE REGULAGEM DE ACO;73182900;UN;148976A1;1;0;0;31,9;8,77048;31,9;8,77;11A05;;;
1201;148977A1;CALCO DE REGULAGEM DE ACO;73182900;UN;148977A1;1;0;0;35,9;8,835;35,9;8,84;06F04;;;
1202;148978A1;CALCO DE REGULAGEM DE ACO;73182900;UN;148978A1;1;0;0;37,13;9,12;37,13;9,12;11D02;;;
3320;148979A1;CALCO DE REGULAGEM DE ACO;73182900;UN;148979A1;12;0;0;43,65;3,147857;523,8;37,77;09C02;;;
38979;75261414;CALCO DE REGULAGEM DE ACO;73182900;PC;75261414;0;0;0;30,43;7,465;0;0;;;;
5769;146679A1;CALCO DO LIMPADADOR DE PARA;85129000;UN;146679A1;0;0;0;213,26;36,39;0;0;2,00E+20;;;
5557;8603492;CALCO ESPACADOR DE ACO;84314929;UN;8603492;0;0;0;117,65;53,03;0;0;12000000000;;;
5302;KRP1200;CALCO ESPACADOR EM ACO;73269090;UN;KRP1200;0;0;0;370,4;22,345;0;9,1;14G02;;;
1302;190506A1;CALCO ROLAMENTO 2 50MM;73269090;UN;190506A1;0;0;0;201,75;73,88;0;0;;;;
6919;190515A1;CALCO ROLAMENTO 3 30MM;73269090;UN;190515A1;0;0;0;333,84;123,5;0;0;;;;
5318;140951A1;CALCO ROLAMENTO (2.70MM);73269090;UN;140951A1;0;0;0;70,45;18,27;0;0;12G15;;;
7028;85812293;CALCO ROLAMENTO ACO 3 00MM;84314929;UN;85812293;0;0;0;210,04;81,53;0;0;;;;
46043;84292801;CAME;84314929;PC;84292801;0;0;0;243,95;140,05;0;0;;;;
26087;47450966;CAMISA DE ACO P CILINDRO HI;84129080;PC;47450966;0;0;0;4180,6;1979,69;0;0;;;;
26096;47450979;CAMISA DE ACO P CILINDRO HI;84129080;PC;47450979;0;0;0;4180,6;1060,95;0;0;;;;
6969;L30671;CANECA COLETORA;84219199;UN;L30671;0;0;0;646,9;368,95;0;0;12D01;;;
5470;79094511;CANTO DA LAMINA DE ACO;84314200;UN;79094511;0;0;0;1886,69;179,54;0;0;DEP04A04;;;
96327;ALT-49856;CAPA 4SP-08 CAPA HIDRAULICA 4SP 1/2;73072200;UN;528;0;0;0;35,72;19,965;0;0;;;;
6183;S89661;CAPA DE ACO DA TRANSMISSAO;73182900;UN;S89661;0;0;0;36,13;18,71;0;0;;;;
52718;86594310;CAPA DO ROLAMENTO DE ACO;84829910;PC;86594310;0;0;0;622,44;347,93;0;0;;;;
113442;ALT-SBA120216041;CAPA VALVULA;73269090;UN;214430;0;0;0;121,76;68,063333;0;0;;;;
5720;D149860;CAPA VEDACAO CONJ EIXO T;84839000;UN;D149860;0;0;0;255,61;19,595;0;3,99;03F19;;;
7223;E156183;CAPA VEDACAO EIXO CARDAN;87089990;UN;E156183;0;0;0;81,72;30,88;0;0;;;;
4371;E159908;CAPA-INTERRUPTOR TRANSMIS;39263000;UN;E159908;0;0;0;75,44;11,68;0;2,38;06A27;;;
29063;47867736;CAPO TRASEIRO;84314929;PC;47867736;0;0;0;12578,67;6908,59;0;0;;;;
65668;A49797;CARCACA;84314929;PC;A49797;0;0;0;2060,85;619,51;0;0;;;;
112431;ALT-39Q642160;CARCACA COMANDO FINAL;84834090;UN;B-39Q642160;0;0;0;2734,86;1694,98;0;0;;;;
57702;87472438;CARCACA DE ACO;84314929;PC;87472438;0;0;0;12167,54;3760,77;0;0;;;;
20859;292268A1;CARCACA DE ACO DO DIFERENCI;84314929;PC;292268A1;0;0;0;5220,62;1501,89;0;0;;;;
62655;87708403;CARCACA DE ACO DO DIFERENCI;84314929;PC;87708403;0;0;0;4236,76;1808,93;0;0;;;;
14237;148898A1;CARCACA DE ACO P EIXO;84839000;PC;148898A1;0;0;0;4092,31;1977,74;0;0;;;;
1410;J924473;CARCACA DE ACO TERMOSTATO;84099999;UN;J924473;0;0;0;5789,86;3355,97;0;0;;;;
74612;L126951;CARCACA DE PLASTICO DO FARO;84314929;PC;L126951;0;0;0;1379,21;799,435;0;0;06X02;;;
24738;427107A1;CARCACA DO EIXO DIANTEIRO;84839000;PC;427107A1;0;0;0;27306,62;6493,23;0;0;;;;
32467;504113858;CARCACA DO TERMOSTATO;90329091;PC;504113858;1;0;0;420,68;230,32;420,68;230,32;06C05;;;
5373;504246387;CARCACA DO VOLANTE MOTOR;84099999;UN;504246387;0;0;0;5417,25;518,89;0;0;INDEF.;;;
96319;ALT- L126951;CARCACA FAROL W20E;39269090;UN;L126951;0;0;0;460,26;257,275;0;0;;;;
1710;75288844;CARCACA FILTRO SEP AGUA;84219999;UN;75288844;0;0;0;1229,38;657,81;0;0;;;;
47382;84355366;CARDAN DE ACO;87089990;PC;84355366;4;0;0;1480,58;858,19;5922,32;3432,76;10B05;;;
86291;5801683067;CARTER;84099912;PC;5801683067;1;1;0;1557,58;965,34;1557,58;965,34;;;;
32111;500388254;CARTER DE OLEO;84099912;PC;500388254;0;0;0;2265,14;1232,51;0;0;;;;
33957;5802051337;CARTER DE OLEO;84099912;PC;5802051337;0;0;0;899,27;557,34;0;0;2000;;;
27421;47728848;CARTUCHO;84819090;PC;1434,477288;0;0;0;2001,61;1118,86;0;0;;;;
28555;47833564;CARTUCHO ELEMENTO FILTRANTE;84212990;PC;47833564;5;0;1;566,35;316,578;2831,75;1582,89;15A07;;;
51951;8605066;CARTUCHO PARA VALVULA;84819090;PC;8605066;0;0;0;1809;913,9;0;0;04F10;;;
44996;84226810;CASQUILHO;84833029;PC;84226810;0;0;0;1426,35;349,01;0;0;;;;
45230;84247142;CASQUILHO;84833029;PC;84247142;0;0;0;383,06;98,88;0;0;;;;
46847;84326988;CASQUILHO;84833029;PC;84326988;0;0;0;312,76;90,7575;0;0;02A05;;;
1316;D138047;CASQUILHO;84833029;UN;D138047;0;0;0;118,86;30,68;0;0;;;;
1413;4895183;CASQUILHO BRONZE DA VALVU;84099999;UN;4895183;4;0;0;10,59;4,0195;42,36;16,08;03F16;;;
2155;A77466;CASQUILHO 0 25MM BIELA;84833029;UN;A77466;0;0;0;228,3;30,27;0;0;19D05;;;
41293;76085511;CASQUILHO DE MOTOR ACO;73269090;PC;76085511;0;0;0;48,91;17,47;0;0;;;;
5667;84282771;CASQUILHO DO MANCAL VIRABRE;84833029;UN;84282771;0;0;0;104,4;10,24;0;0;;;;
1387;LC21C01811P2;CATCH;83024900;UN;LC21C01811P2;0;0;0;3006,79;1363,33;0;0;04G09;;;
25699;47395504;CENTRALINA ECU UCM 12V STD;90328929;PC;47395504;0;0;0;14839,85;8601,56;0;0;;;;
87879;144591;CERDAS P/ VASSOURA MISTA 165MM;96035000;UN;144591,0002;0;0;0;112,75;27,039412;0;0;SALA VIDRO;;;
109481;57792;CERDAS P/ VASSOURA NYLON 165MM;96035000;UN;1716/1;0;0;0;95,79;53,542353;0;0;;;;
5621;387561A1;CHAPA;84819090;UN;387561A1;0;0;0;826,58;259,42;0;0;;;;
37860;73125482;CHAPA;39269090;PC;73125482;2;0;0;384,07;196,103334;768,14;392,21;1900;;;
7170;75128395;CHAPA;84839000;UN;75128395;0;0;0;249,73;61,503333;0;0;12A18;;;
4179;86029058;CHAPA;87089300;UN;86029058;10;0;0;180,7;69,694;1807;696,94;02I17;;;
56505;87426963;CHAPA;73269090;PC;87426963;0;0;0;317,02;177,21;0;0;;;;
56506;87426964;CHAPA;73269090;PC;87426964;0;0;0;438,32;245,01;0;0;;;;
90748;ALT-86029058;CHAPA;87089300;UN;ALT-86029058,86029058;0;0;0;238,39;159,112;0;0;;;;
83734;YN15V00025S743;CHAPA;84129080;PC;YN15V00025S743;0;0;0;1546,25;427,11;0;0;2E+13;;;
5591;181175A1;CHAPA ACO FIXACAO REF 13030;84314929;UN;181175A1;0;0;0;21,52;2,05;0;0;02H06;;;
54639;87324042;CHAPA ACO MEDIO CARBON SEM;84314929;PC;87324042;1;0;0;242,25;131,76;242,25;131,76;22G05;;;
5510;71100465;CHAPA ACO P/PORTA L.ESQ.;84314929;UN;71100465;0;0;0;1280,9;195,68;0;0;20D09;;;
5708;4611805;CHAPA DE ACO;84839000;UN;4611805;0;0;0;436,09;39,69;0;4,04;;;;
50340;8501098;CHAPA DE ACO;84314929;PC;8501098;0;0;0;174,31;99,57;0;0;06G11;;;
54884;87345327;CHAPA DE ACO;73269090;PC;87345327;0;0;0;74,09;16,33;0;0;;;;
5596;YN52V01008S002;CHAPA DE ACO;84314929;UN;YN52V01008S002;0;0;0;819,34;66,76;0;0;14F03;;;
13109;136824A1;CHAPA DE ACO ESPESSURA 3MM;73269090;PC;136824A1;1;0;0;98,42;49,98;98,42;49,98;20B04;;;
40534;75325826;CHAPA DE ACO DIAMETRO 190XD;84314929;PC;75325826;1;0;0;332,5;109,54;332,5;109,54;06H04;;;
56430;87423503;CHAPA DE ACO DIR P CABINE;73269090;PC;87423503;0;0;0;375,9;187,32;0;0;;;;
56429;87423502;CHAPA DE ACO ESQ P CABINE;73269090;PC;87423502;0;0;0;380,25;189,49;0;0;;;;
80686;SBA145146320;CHAPA DE ACO P BOMBA DAGUA;84139190;PC;SBA145146320;0;0;0;92,89;35,71;0;0;;;;
23770;391848A1;CHAPA DE ACO P PORTA;83023000;PC;391848A1;0;0;0;215,47;123,68;0;0;100K02;;;
5298;129791A1;CHAPA DE ACO P VALVULA PA;73269090;UN;129791A1;0;0;0;299,19;48,54;0;4,94;22D05;;;
6995;87726055;CHAPA DE ACO PERFURADA P CA;84314929;UN;87726055;0;0;0;5669,94;3054,79;0;0;;;;
3875;87527850;CHAPA DE FIXACAO;84314929;UN;87527850;0;0;0;260,17;150,81;0;0;;;;
30562;48028415;CHAPA DE PROTECAO;73269090;PC;48028415;0;0;0;606;291,81;0;0;;;;
51519;8603218;CHAPA FIX REGULADOR ACO;84314929;PC;8603218;1;0;0;19,45;10,0725;19,45;10,07;02F28;;;
5503;87373400;CHAPA FIXACAO BORRACHA;84314929;UN;87373400;0;0;0;167,96;15,15;0;0;SANTA RITA;;;
5500;87549271;CHAPA FIXACAO BORRACHA;84314929;UN;87549271;0;0;0;518,82;46,82;0;0;SANTA RITA;;;
39168;75264017;CHAPA PAINEL INSTR DIR;84314929;PC;75264017;0;0;0;686,91;334,09;0;0;;;;
